10378790,0x0111011001100001011011000111010101100101,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,1000000000000000000000000
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x0a2542a170aA02B96B588aA3AF8B09AB22a9D7ac,1649576558089386007875
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0xeD41D87e495490CAB6451DE1CA7B72771b75e0FE,695298234394474858866
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0xcD1c84F035788AB653CE5351461f53e6AF86A419,663027328271383759262
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x6d5F308b843aBe97309F772618C6Ce716ebd8eeD,329170099999999978043
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0xc59F0df06B93Aa31986b1Fb34E7cCC6EE51CdEc2,299700000000000000000
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0xadb3868a75b8c28581e12EbFEc552671Ef083aAC,259740000000000000000
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x735aA305A273f59D6fE6929C98CB80662Ecb3098,612095668584576080322
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x96B2fF605F979765088e52c57657ba6bd3CBc9CF,240116750929813629964
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0xE6AC52D788B3A8A6D9811042f10941776899c29d,235609749741228677315
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x8d344570B8425c3658686d230c7BB3d9031b6B90,199800000000000000000
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0xf91969b0C492aDeEC949483f8a71b20Fe2Ffc9dE,175000000000000000000
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x88C3AdCa695A935699356250d54eB0d3E0c1a206,174809497844176753438
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x2aDBc63f1a72d33b8050521eCa1b57D335bD9dbC,172322531175741097251
10378815,0x4Ba6dDd7b89ed838FEd25d208D4f644106E34279,0x07FC63Bb1Bfb664B1fcB41D8193738cad1255c09,165705905034621510177
